-0.356037,-0.342968,0.01594,1.687021,0.499013,-0.089039,0.180054,-0.349585,0.049686,-0.2846,-0.362587,-0.258507,-0.181456,0.284178,-2.503149,-7.959282,5.97819,23.225232,9.475132,0.565047,-17.13108,16.108107,-50.695946,31.230551,51.462959,-0.788937,-2.471634,9.442414
0.390227,-0.253156,-0.04971,1.184015,-0.069453,0.019244,-0.034222,2.073719,-0.669024,1.052754,-2.329939,-7.7e-05,0.350878,-0.925718,-21.131426,-2.761112,-2.22283,25.801847,0.02883,-1.01508,14.056744,8.019639,-42.001163,19.723421,35.805595,-1.699249,3.958476,4.943268
-0.19923,-0.346461,-0.164126,1.779472,-0.0239,0.012339,0.390029,-1.421245,-0.120145,-1.783351,1.107393,-0.471046,-0.922426,1.16395,13.969045,-5.333932,6.800789,-11.256931,0.978257,-3.039276,-6.181783,31.670778,-25.418179,18.448984,25.73148,-0.667562,0.772386,3.089542
0.198604,-0.226392,0.006378,1.181209,0.310107,0.044324,0.344162,-0.150055,-0.573177,0.066962,2.046975,0.418491,-0.306546,-2.123216,5.105177,0.285363,4.966359,-5.931387,4.377145,0.836746,1.282852,33.573746,-16.854836,9.588617,32.225037,-0.606875,-2.529563,5.097745
-0.330063,-0.323278,0.033113,1.606266,0.344067,-0.149772,0.220646,0.724624,0.940283,-0.713337,-2.447994,-1.172238,0.402567,2.000118,2.79028,-3.02897,4.742812,1.408631,7.196627,0.882032,-7.116726,22.835583,-25.418179,13.533301,35.623531,-0.4855,-2.433015,6.314252
0.237598,-0.246049,0.12976,1.111293,0.513025,0.006858,0.420949,0.284518,0.209522,-0.275538,-1.187127,-0.064345,-0.174701,0.640141,-7.267092,-0.978397,0.911325,29.359106,0.896453,4.4161,-17.508095,43.904125,-40.641899,14.929112,48.974773,-2.124061,-3.070233,8.225906
0.03905,-0.142951,0.05298,1.539586,0.331912,0.047519,0.131722,0.26073,0.224955,-0.244654,-1.987,-0.220649,-0.144873,1.57454,7.267282,0.606073,1.04389,-5.224396,-0.755667,1.239358,-4.01573,42.257652,-1.018814,-5.364048,26.181084,-0.889939,-3.919037,4.035715
-0.313773,-0.380453,-0.342286,1.711897,-0.060782,-0.097367,0.41688,0.129111,0.004583,0.313677,-0.107531,0.339874,0.058893,-0.091963,8.834953,0.365195,11.748785,-3.788956,7.447408,5.009062,-4.691802,28.952257,-19.437431,28.523102,29.736851,0.303437,4.248121,3.668832
-0.273821,-0.144271,0.132022,1.849535,0.280924,0.154157,-0.084623,0.129541,-0.531898,0.392807,2.01945,0.485849,0.241779,-1.750097,-3.237353,-1.450762,1.538868,6.358887,1.348939,-1.781219,7.298444,1.886017,-22.698444,9.128678,31.425684,-1.213749,-1.139269,5.232913
0.174672,-0.168232,-0.035896,1.221311,0.368072,-0.035336,0.409441,-0.003818,-0.409835,0.295829,1.642902,0.208283,0.32872,-1.523551,1.093536,-2.689675,4.764464,14.145464,1.387831,1.654912,-14.987292,41.821838,-24.091408,13.924186,41.342934,-1.823386,-0.959925,6.324066
-0.027008,-0.412968,0.173626,1.685005,0.005002,0.152733,0.301803,3.372632,-1.011547,0.436348,-1.62373,0.336702,-0.505829,-1.024347,-17.325093,10.37156,-13.924095,-20.843454,-0.267542,-4.761802,-10.729163,-26.369661,4.349635,-8.921055,-2.85231,-0.303437,-2.16268,-2.548872
-0.497996,-0.412152,-0.245179,1.738003,-0.011302,-0.025252,0.426086,-1.108294,-0.422421,1.350132,2.190672,0.81886,0.061306,0.777961,32.458015,17.350947,21.519173,5.708528,1.407172,10.8826,-15.372147,89.575294,19.437431,13.047802,50.734707,-0.667562,1.58339,7.183186
-0.12469,-0.173016,0.043241,1.824654,0.371182,0.00916,-0.017878,-0.017139,-0.017596,0.116415,0.86121,0.289617,0.183797,-0.432119,-6.927788,1.783327,-5.932023,-15.038559,-3.721031,-2.441118,16.976405,-6.109638,-13.06151,2.784396,7.825329,-0.647367,-0.510853,0.72188
-0.53605,-0.433391,0.178424,2.046733,0.694986,-0.298479,-0.06084,-0.002703,0.288541,-0.2118,-0.326742,-0.476718,-0.13292,0.636312,0.38909,9.39366,-4.848307,-17.90615,-23.243186,-3.622622,13.404519,-7.747787,-14.136313,6.129433,5.765308,-1.820624,-0.714457,1.100649
-0.222338,-0.325226,0.035281,1.631148,0.3976,-0.129826,0.162341,0.10121,0.654606,-0.411502,-1.419568,-0.802845,0.139619,1.317191,-1.235033,2.132812,-7.532778,-7.159781,-0.808311,2.079297,7.917018,-1.495187,-19.165579,3.883997,20.269608,-0.910312,-2.16268,2.741969
-0.351346,-0.352933,-0.2585,1.857007,-0.07649,-0.015279,0.521984,0.008867,-0.02472,0.000153,0.001832,0.025231,0.001347,0.002235,-0.652963,-0.06557,-0.252072,0.307896,-0.492227,-0.028803,-1.048726,6.388526,-17.262613,8.799681,27.127291,-0.4855,0.154477,3.456426
-0.081483,-0.431033,0.097914,1.593082,0.133054,0.108237,0.23736,2.162797,-0.469615,0.190199,-2.872918,0.352954,0.00234,-1.959998,2.976565,-0.450952,-2.403333,-7.037014,-1.363757,0.089442,1.3819,27.592997,-30.991148,12.076802,24.942541,-1.153062,0.231716,3.475735
-0.729635,-0.44086,0.069662,2.027129,0.777798,-0.174963,-0.012508,-0.881835,-1.303645,0.828931,1.843275,2.039921,-0.323944,-1.119857,3.258163,-5.99257,14.030823,6.320144,10.230747,2.499341,-9.568185,1.359261,-37.651527,25.367353,36.65522,0.364125,-3.340568,6.623207
-0.321392,-0.388403,0.094374,1.74723,0.415193,-0.133662,0.100199,0.473513,0.619328,-0.285654,-1.348879,-0.789927,0.048373,0.916321,8.019145,9.847184,-5.296187,-23.620677,-11.136861,1.530087,15.987821,23.65114,-0.407778,-8.981743,12.805052,-0.364125,-3.76538,1.660629
-0.59618,-0.537558,0.055336,1.649227,0.542147,-0.755719,0.473117,-0.185444,1.089392,-1.254644,-1.085076,-2.186218,1.525433,1.771505,3.775215,-4.796705,5.807709,2.79252,18.380313,0.857713,-15.701165,11.257046,-43.452187,25.463142,33.377079,1.317972,-1.690421,6.460591
-0.47149,-0.187907,0.137897,2.15405,0.39798,0.092783,-0.164409,0.059299,-0.041876,0.139361,0.560738,0.326596,0.035037,-0.081708,1.010414,4.367077,-6.329659,-23.460535,-7.068188,-2.267246,14.580177,-2.709426,-13.531987,1.191671,2.840574,-0.921926,-0.5003,-0.164094
-0.371798,-0.405397,-0.067868,1.787421,0.104622,0.000832,0.422251,1.910064,0.05628,0.591051,-2.178343,0.281773,0.430633,-2.043141,12.293169,-2.965631,2.358171,-10.40944,-1.009693,0.119336,-4.562349,33.301891,-26.369661,13.351239,26.095604,-0.910312,0.077239,3.379187
